val1,val2,val3,PSAL,code,step,PLRR,ARTL
0,0,0,1792,2,2,73,2078
0,0,0,1792,255,3,73,2078
48,0,0,1793,25,0,73,2078
80,64,254,1793,3,1,73,2078
0,0,0,1793,2,2,73,2078
0,0,0,1793,255,3,73,2078
11,0,0,1794,25,0,73,2078
40,71,254,1794,3,1,73,2078
40,64,254,1794,3,2,73,2078
0,0,0,1794,2,3,73,2078
0,0,0,1794,255,4,73,2078
64,63,0,1798,58,0,111,2079
1,12,2,1798,12,1,111,2079
24,56,254,1798,3,2,111,2079
0,0,0,1798,255,3,111,2079
64,63,1,1799,58,0,58,2094
22,0,-1,1799,26,1,58,2094
24,0,254,1799,13,2,58,2094
24,17,254,1799,3,3,58,2094
0,0,0,1799,1,4,58,2094
0,0,0,1799,255,5,58,2094
12,42,127,1802,8,0,91,2096
2,4,0,1802,9,1,91,2096
48,62,191,1802,8,2,91,2096
160,56,191,1802,8,3,91,2096
0,0,0,1802,10,4,91,2096
0,0,0,1802,255,5,91,2096
6,0,0,1811,25,0,2,4991
21,32,-1,1811,26,1,2,4991
4,2,0,1811,18,2,2,4991
0,0,0,1811,255,3,2,4991
64,26,254,1813,8,0,98,2106
2,1,0,1813,9,1,98,2106
120,44,254,1813,8,2,98,2106
0,0,0,1813,10,3,98,2106
0,0,0,1813,255,4,98,2106
86,88,1,1814,58,0,73,3548
6,0,0,1814,25,1,73,3548
1,16,-1,1814,26,2,73,3548
24,16,191,1814,13,3,73,3548
96,3,165,1814,8,4,73,3548
16,0,0,1814,25,5,73,3548
0,0,0,1814,10,6,73,3548
0,0,0,1814,255,7,73,3548
4,2,1,1816,58,0,56,645
11,0,0,1816,25,1,56,645
2,41,-1,1816,26,2,56,645
48,34,191,1816,13,3,56,645
0,0,0,1816,1,4,56,645
0,0,0,1816,255,5,56,645
2,4,1,1817,58,0,48,261
8,0,0,1817,25,1,48,261
1,30,-1,1817,26,2,48,261
48,30,191,1817,13,3,48,261
0,0,0,1817,1,4,48,261
0,0,0,1817,255,5,48,261
2,4,1,1818,58,0,91,1371
8,0,0,1818,25,1,91,1371
2,0,-1,1818,26,2,91,1371
48,32,191,1818,13,3,91,1371
40,0,0,1818,14,4,91,1371
52,32,127,1818,8,5,91,1371
48,60,216,1818,8,6,91,1371
0,0,0,1818,10,7,91,1371
0,0,0,1818,255,8,91,1371
22,64,-1,1819,26,0,123,2108
56,0,0,1819,14,1,123,2108
52,30,254,1819,8,2,123,2108
2,5,0,1819,9,3,123,2108
64,0,0,1819,25,4,123,2108
0,0,0,1819,10,5,123,2108
0,0,0,1819,255,6,123,2108
2,4,1,1820,58,0,1,1150
6,0,0,1820,25,1,1,1150
1,28,-1,1820,26,2,1,1150
32,28,191,1820,13,3,1,1150
0,0,0,1820,14,4,1,1150
0,0,0,1820,255,5,1,1150
25,29,0,1828,58,0,43,2116
1,12,1,1828,12,1,43,2116
0,0,0,1828,1,2,43,2116
0,0,0,1828,255,3,43,2116
4,0,-1,1829,26,0,2,2117
4,-1,0,1829,18,1,2,2117
0,0,0,1829,255,2,2,2117
4,0,0,1832,25,0,2,2118
21,28,-1,1832,26,1,2,2118
7,-1,0,1832,18,2,2,2118
0,0,0,1832,255,3,2,2118
22,24,0,1837,58,0,111,602
0,32,64,1837,38,1,111,602
1,0,2,1837,39,2,111,602
32,0,0,1837,5,3,111,602
0,0,0,1837,255,4,111,602
22,24,1,1838,58,0,49,2120
24,0,0,1838,25,1,49,2120
48,26,191,1838,13,2,49,2120
0,0,0,1838,1,3,49,2120
0,0,0,1838,255,4,49,2120
40,0,0,1844,14,0,115,1292
96,60,165,1844,8,1,115,1292
64,0,0,1844,25,2,115,1292
0,0,0,1844,10,3,115,1292
0,0,0,1844,255,4,115,1292
5,49,-1,1845,26,0,1,2978
20,56,254,1845,3,1,1,2978
0,2,0,1845,14,2,1,2978
0,0,0,1845,255,3,1,2978
4,32,254,1850,8,0,67,5409
1,3,0,1850,9,1,67,5409
64,21,254,1850,8,2,67,5409
1,3,0,1850,9,3,67,5409
200,12,254,1850,8,4,67,5409
0,0,0,1850,10,5,67,5409
0,0,0,1850,255,6,67,5409
24,32,254,1853,8,0,126,2130
48,48,254,1853,8,1,126,2130
2,16,0,1853,9,2,126,2130
48,0,0,1853,25,3,126,2130
0,0,0,1853,10,4,126,2130
0,0,0,1853,255,5,126,2130
2,32,254,1857,8,0,101,2131
50,48,254,1857,8,1,101,2131
1,1,0,1857,9,2,101,2131
200,33,254,1857,8,3,101,2131
0,0,0,1857,10,4,101,2131
0,0,0,1857,255,5,101,2131
11,12,1,1866,58,0,48,261
1,28,-1,1866,26,1,48,261
48,28,191,1866,13,2,48,261
0,0,0,1866,1,3,48,261
0,0,0,1866,255,4,48,261
11,12,0,1867,58,0,111,602
0,36,64,1867,38,1,111,602
1,0,2,1867,39,2,111,602
32,0,0,1867,5,3,111,602
0,0,0,1867,255,4,111,602
41,43,1,1876,58,0,1,1867
22,0,-1,1876,26,1,1,1867
48,19,191,1876,13,2,1,1867
0,0,0,1876,14,3,1,1867
0,0,0,1876,255,4,1,1867
24,32,254,1878,8,0,96,2143
2,20,0,1878,9,1,96,2143
120,53,254,1878,8,2,96,2143
0,0,0,1878,10,3,96,2143
0,0,0,1878,255,4,96,2143
80,32,254,1882,8,0,86,2147
1,23,0,1882,9,1,86,2147
200,9,254,1882,8,2,86,2147
0,0,0,1882,10,3,86,2147
0,0,0,1882,255,4,86,2147
28,22,1,1886,58,0,54,4761
1,21,-1,1886,26,1,54,4761
24,21,191,1886,13,2,54,4761
0,0,0,1886,1,3,54,4761
0,0,0,1886,255,4,54,4761
184,183,1,1897,58,0,56,753
20,25,-1,1897,26,1,56,753
40,25,145,1897,13,2,56,753
0,0,0,1897,1,3,56,753
0,0,0,1897,255,4,56,753
21,3,-1,1898,26,0,2,3592
4,-1,0,1898,18,1,2,3592
0,0,0,1898,15,2,2,3592
0,0,0,1898,255,3,2,3592
182,181,1,1918,58,0,58,881
9,0,0,1918,25,1,58,881
22,64,-1,1918,26,2,58,881
40,58,127,1918,32,3,58,881
0,0,0,1918,1,4,58,881
0,0,0,1918,255,5,58,881
184,183,1,1919,58,0,2,753
20,23,-1,1919,26,1,2,753
40,30,127,1919,13,2,2,753
0,0,0,1919,15,3,2,753
0,0,0,1919,255,4,2,753
64,35,254,1922,8,0,86,2165
1,23,0,1922,9,1,86,2165
120,16,254,1922,8,2,86,2165
0,0,0,1922,10,3,86,2165
0,0,0,1922,255,4,86,2165
59,-10,127,1923,45,0,67,2166
53,10,63,1923,45,1,67,2166
0,0,0,1923,46,2,67,2166
8,0,0,1923,25,3,67,2166
64,46,254,1923,8,4,67,2166
2,3,0,1923,9,5,67,2166
240,59,254,1923,8,6,67,2166
0,0,0,1923,10,7,67,2166
0,0,0,1923,255,8,67,2166
72,7,191,1924,8,0,74,5073
2,2,0,1924,9,1,74,5073
8,28,191,1924,8,2,74,5073
2,11,0,1924,9,3,74,5073
64,0,0,1924,25,4,74,5073
0,0,0,1924,10,5,74,5073
0,0,0,1924,255,6,74,5073
96,32,254,1925,8,0,81,2169
1,2,0,1925,9,1,81,2169
200,0,254,1925,8,2,81,2169
0,0,0,1925,10,3,81,2169
0,0,0,1925,255,4,81,2169
80,32,254,1926,8,0,69,2171
1,2,0,1926,9,1,69,2171
12,0,254,1926,8,2,69,2171
1,16,0,1926,9,3,69,2171
64,0,0,1926,25,4,69,2171
0,0,0,1926,10,5,69,2171
0,0,0,1926,255,6,69,2171
-73,-10,82,1941,45,0,71,2189
-62,10,63,1941,45,1,71,2189
0,0,0,1941,46,2,71,2189
11,0,0,1941,25,3,71,2189
32,17,254,1941,8,4,71,2189
1,3,0,1941,9,5,71,2189
200,0,254,1941,8,6,71,2189
0,0,0,1941,10,7,71,2189
0,0,0,1941,255,8,71,2189
72,10,102,1955,45,0,86,2205
0,0,0,1955,46,1,86,2205
80,32,254,1955,8,2,86,2205
1,23,0,1955,9,3,86,2205
120,16,254,1955,8,4,86,2205
0,0,0,1955,10,5,86,2205
0,0,0,1955,255,6,86,2205
62,-10,127,1965,45,0,85,2223
0,0,0,1965,46,1,85,2223
40,32,254,1965,8,2,85,2223
1,2,0,1965,9,3,85,2223
120,0,254,1965,8,4,85,2223
0,0,0,1965,10,5,85,2223
0,0,0,1965,255,6,85,2223
48,21,254,1968,8,0,90,2227
2,2,0,1968,9,1,90,2227
120,48,254,1968,8,2,90,2227
0,0,0,1968,10,3,90,2227
0,0,0,1968,255,4,90,2227
-28,-12,127,1977,45,0,74,2995
-87,-12,165,1977,45,1,74,2995
0,0,0,1977,46,2,74,2995
48,32,254,1977,8,3,74,2995
1,11,0,1977,9,4,74,2995
64,0,0,1977,25,5,74,2995
0,0,0,1977,10,6,74,2995
0,0,0,1977,255,7,74,2995
8,32,254,1994,8,0,96,2256
2,21,0,1994,9,1,96,2256
8,33,254,1994,8,2,96,2256
1,4,0,1994,9,3,96,2256
120,7,254,1994,8,4,96,2256
0,0,0,1994,10,5,96,2256
0,0,0,1994,255,6,96,2256
172,171,1,2002,58,0,57,1469
22,0,-1,2002,26,1,57,1469
64,16,191,2002,13,2,57,1469
0,0,0,2002,1,3,57,1469
0,0,0,2002,255,4,57,1469
182,181,2,2005,58,0,2,753
20,29,-1,2005,26,1,2,753
40,29,191,2005,13,2,2,753
0,0,0,2005,15,3,2,753
0,0,0,2005,255,4,2,753
1,13,0,2006,9,0,93,5136
96,0,0,2006,25,1,93,5136
0,0,0,2006,10,2,93,5136
0,0,0,2006,255,3,93,5136
2,13,0,2007,9,0,93,4700
96,0,0,2007,25,1,93,4700
0,0,0,2007,10,2,93,4700
0,0,0,2007,255,3,93,4700
22,28,1,2025,58,0,49,2275
12,0,0,2025,25,1,49,2275
8,46,191,2025,13,2,49,2275
32,46,254,2025,13,3,49,2275
0,0,0,2025,1,4,49,2275
0,0,0,2025,255,5,49,2275
40,0,1,2026,14,0,124,2276
8,19,254,2026,8,1,124,2276
16,32,254,2026,8,2,124,2276
16,39,254,2026,8,3,124,2276
2,17,0,2026,9,4,124,2276
64,0,0,2026,25,5,124,2276
0,0,0,2026,10,6,124,2276
0,0,0,2026,255,7,124,2276
2,1,1,2027,58,0,49,5453
8,0,0,2027,25,1,49,5453
1,55,-1,2027,26,2,49,5453
8,43,127,2027,13,3,49,5453
32,32,127,2027,13,4,49,5453
0,0,0,2027,1,5,49,5453
0,0,0,2027,255,6,49,5453
23,21,1,2031,58,0,1,1825
1,55,-1,2031,26,1,1,1825
0,0,0,2031,25,2,1,1825
32,32,254,2031,13,3,1,1825
0,0,0,2031,14,4,1,1825
0,0,0,2031,255,5,1,1825
1,2,1,2032,58,0,49,5454
8,0,0,2032,25,1,49,5454
1,10,-1,2032,26,2,49,5454
32,32,254,2032,13,3,49,5454
0,0,0,2032,1,4,49,5454
0,0,0,2032,255,5,49,5454
1,2,1,2033,58,0,1,1856
9,0,0,2033,25,1,1,1856
8,32,191,2033,13,2,1,1856
32,24,254,2033,13,3,1,1856
0,0,0,2033,14,4,1,1856
0,0,0,2033,255,5,1,1856
2,4,0,2035,58,0,111,602
1,4,1,2035,12,1,111,602
32,0,0,2035,5,2,111,602
0,0,0,2035,255,3,111,602
6,85,254,2037,8,0,93,4900
224,0,0,2037,25,1,93,4900
0,0,0,2037,10,2,93,4900
0,0,0,2037,255,3,93,4900
2,0,0,2044,7,0,32,2286
0,0,0,2044,1,1,32,2286
0,0,0,2044,255,2,32,2286
0,0,0,2045,1,0,32,2287
0,0,0,2045,255,1,32,2287
32,24,254,2051,8,0,67,2295
1,4,0,2051,9,1,67,2295
200,3,254,2051,8,2,67,2295
0,0,0,2051,10,3,67,2295
0,0,0,2051,255,4,67,2295
28,32,127,2064,8,0,79,2306
2,14,0,2064,9,1,79,2306
120,64,254,2064,8,2,79,2306
0,0,0,2064,10,3,79,2306
0,0,0,2064,255,4,79,2306
224,225,0,2069,58,0,111,602
2,9,2,2069,12,1,111,602
16,64,254,2069,3,2,111,602
24,48,254,2069,3,3,111,602
0,0,0,2069,7,4,111,602
0,0,0,2069,255,5,111,602
21,22,1,2071,58,0,50,264
2,0,-1,2071,26,1,50,264
48,30,191,2071,13,2,50,264
0,0,0,2071,1,3,50,264
0,0,0,2071,255,4,50,264
68,15,254,2089,8,0,73,2317
1,3,0,2089,9,1,73,2317
120,3,254,2089,8,2,73,2317
0,0,0,2089,10,3,73,2317
0,0,0,2089,255,4,73,2317
40,24,254,2097,8,0,92,2324
1,2,0,2097,9,1,92,2324
144,3,254,2097,8,2,92,2324
0,0,0,2097,10,3,92,2324
0,0,0,2097,255,4,92,2324
11,0,0,2099,25,0,101,1525
2,53,254,2099,8,1,101,1525
76,58,254,2099,8,2,101,1525
1,2,0,2099,9,3,101,1525
200,34,254,2099,8,4,101,1525
0,0,0,2099,10,5,101,1525
0,0,0,2099,255,6,101,1525
12,52,127,2257,8,0,72,1548
160,57,127,2257,8,1,72,1548
48,0,0,2257,25,2,72,1548
0,0,0,2257,10,3,72,1548
0,0,0,2257,255,4,72,1548
-59,-10,114,2374,45,0,71,2448
0,0,0,2374,46,1,71,2448
40,17,254,2374,8,2,71,2448
1,3,0,2374,9,3,71,2448
16,6,254,2374,8,4,71,2448
1,18,0,2374,9,5,71,2448
64,0,0,2374,25,6,71,2448
0,0,0,2374,10,7,71,2448
0,0,0,2374,255,8,71,2448
0,0,6,2386,14,0,71,2448
0,0,0,2386,255,1,71,2448
0,0,7,2387,14,0,71,2448
0,0,0,2387,255,1,71,2448
0,0,1,2391,14,0,1,225
0,0,0,2391,255,1,1,225
16,25,254,2397,8,0,76,2499
80,32,254,2397,8,1,76,2499
1,2,0,2397,9,2,76,2499
120,0,254,2397,8,3,76,2499
0,0,0,2397,10,4,76,2499
16,41,254,2398,8,0,87,2478
1,3,0,2398,9,1,87,2478
80,32,254,2398,8,2,87,2478
2,3,0,2398,9,3,87,2478
240,44,254,2398,8,4,87,2478
0,0,0,2398,10,5,87,2478
12,40,254,2399,8,0,71,2479
2,4,0,2399,9,1,71,2479
200,64,254,2399,8,2,71,2479
0,0,0,2399,10,3,71,2479
0,0,0,2399,255,4,71,2479
4,32,254,2400,8,0,126,2480
48,23,254,2400,8,1,126,2480
1,16,0,2400,9,2,126,2480
80,0,0,2400,25,3,126,2480
0,0,0,2400,10,4,126,2480
0,0,0,2400,255,5,126,2480
22,0,-1,2402,26,0,124,4048
14,10,191,2402,3,1,124,4048
32,0,0,2402,14,2,124,4048
48,30,254,2402,8,3,124,4048
2,5,0,2402,9,4,124,4048
64,0,0,2402,25,5,124,4048
0,0,0,2402,10,6,124,4048
0,0,0,2402,255,7,124,4048
44,49,165,2403,8,0,91,2483
2,3,0,2403,9,1,91,2483
176,58,165,2403,8,2,91,2483
64,0,0,2403,25,3,91,2483
0,0,0,2403,10,4,91,2483
0,0,0,2403,255,5,91,2483
1,48,-1,2405,26,0,123,2488
56,0,0,2405,14,1,123,2488
56,32,254,2405,8,2,123,2488
1,5,0,2405,9,3,123,2488
64,0,0,2405,25,4,123,2488
0,0,0,2405,10,5,123,2488
0,0,0,2405,255,6,123,2488
4,32,254,2407,8,0,67,2493
2,3,0,2407,9,1,67,2493
32,42,254,2407,8,2,67,2493
2,1,0,2407,9,3,67,2493
240,59,254,2407,8,4,67,2493
0,0,0,2407,10,5,67,2493
0,0,0,2407,255,6,67,2493
64,13,165,2410,8,0,92,2500
1,3,0,2410,9,1,92,2500
120,3,165,2410,8,2,92,2500
0,0,0,2410,10,3,92,2500
24,48,254,2411,8,0,69,2501
1,1,0,2411,9,1,69,2501
24,29,254,2411,8,2,69,2501
1,5,0,2411,9,3,69,2501
80,0,0,2411,25,4,69,2501
0,0,0,2411,10,5,69,2501
0,0,0,2411,255,6,69,2501
1,60,-1,2412,26,0,123,2502
56,0,0,2412,14,1,123,2502
48,33,254,2412,8,2,123,2502
1,5,0,2412,9,3,123,2502
64,0,0,2412,25,4,123,2502
0,0,0,2412,10,5,123,2502
0,0,0,2412,255,6,123,2502
2,32,254,2413,8,0,126,2798
112,55,254,2413,8,1,126,2798
2,16,0,2413,9,2,126,2798
32,0,0,2413,25,3,126,2798
0,0,0,2413,10,4,126,2798
0,0,0,2413,255,5,126,2798
48,50,165,2414,8,0,91,2175
2,3,0,2414,9,1,91,2175
120,60,165,2414,8,2,91,2175
64,0,0,2414,25,3,91,2175
0,0,0,2414,10,4,91,2175
0,0,0,2414,255,5,91,2175
48,30,254,2417,8,0,91,2984
2,14,0,2417,9,1,91,2984
160,63,254,2417,8,2,91,2984
0,0,0,2417,10,3,91,2984
0,0,0,2417,255,4,91,2984
48,33,254,2418,8,0,92,2506
1,14,0,2418,9,1,92,2506
160,0,254,2418,8,2,92,2506
0,0,0,2418,10,3,92,2506
0,0,0,2418,255,4,92,2506
16,26,91,2419,8,0,94,2508
11,0,0,2419,25,1,94,2508
72,64,153,2419,8,2,94,2508
80,0,0,2419,25,3,94,2508
0,0,0,2419,10,4,94,2508
0,0,0,2419,255,5,94,2508
14,0,0,2421,14,0,1,2510
12,60,254,2421,3,1,1,2510
64,62,254,2421,3,2,1,2510
0,2,0,2421,14,3,1,2510
0,0,0,2421,255,4,1,2510
16,0,0,2422,14,0,1,2512
12,48,254,2422,3,1,1,2512
72,62,254,2422,3,2,1,2512
0,2,0,2422,14,3,1,2512
0,0,0,2422,255,4,1,2512
8,32,254,2423,8,0,96,511
2,4,0,2423,9,1,96,511
240,56,254,2423,8,2,96,511
0,0,0,2423,10,3,96,511
0,0,0,2423,255,4,96,511
0,0,0,2424,14,0,1,225
0,0,0,2424,255,1,1,225
68,32,254,2425,8,0,77,1146
2,2,0,2425,9,1,77,1146
200,64,254,2425,8,2,77,1146
0,0,0,2425,10,3,77,1146
0,0,0,2425,255,4,77,1146
6,32,254,2428,8,0,103,694
2,22,0,2428,9,1,103,694
120,64,254,2428,8,2,103,694
0,0,0,2428,10,3,103,694
0,0,0,2428,255,4,103,694
0,0,0,2435,14,0,1,2518
0,0,0,2435,255,1,1,2518
0,0,0,2436,14,0,1,225
0,0,0,2436,255,1,1,225
0,1,11,2438,42,0,44,2524
0,0,0,2438,1,1,44,2524
0,0,0,2438,255,2,44,2524
-80,-32,0,2439,43,0,54,2525
0,0,0,2439,14,1,54,2525
0,0,0,2439,255,2,54,2525
56,31,254,2440,8,0,92,2647
1,14,0,2440,9,1,92,2647
160,0,254,2440,8,2,92,2647
0,0,0,2440,10,3,92,2647
0,0,0,2440,255,4,92,2647
16,0,0,2441,14,0,1,2536
11,16,254,2441,3,1,1,2536
68,0,254,2441,3,2,1,2536
0,2,0,2441,14,3,1,2536
0,0,0,2441,255,4,1,2536
16,0,0,2442,14,0,1,2533
12,16,254,2442,3,1,1,2533
72,0,254,2442,3,2,1,2533
0,2,0,2442,14,3,1,2533
0,0,0,2442,255,4,1,2533
24,0,0,2443,14,0,1,2537
12,3,254,2443,3,1,1,2537
64,0,254,2443,3,2,1,2537
0,2,0,2443,14,3,1,2537
0,0,0,2443,255,4,1,2537
14,32,91,2444,8,0,95,2531
17,0,0,2444,25,1,95,2531
72,0,140,2444,8,2,95,2531
80,0,0,2444,25,3,95,2531
0,0,0,2444,10,4,95,2531
0,0,0,2444,255,5,95,2531
1,14,-1,2445,26,0,124,2695
16,0,0,2445,14,1,124,2695
48,17,254,2445,8,2,124,2695
1,16,0,2445,9,3,124,2695
80,0,0,2445,25,4,124,2695
0,0,0,2445,10,5,124,2695
0,0,1,2445,35,6,124,2695
0,0,0,2445,255,7,124,2695
8,1,254,2448,8,0,102,1700
56,8,254,2448,8,1,102,1700
2,4,0,2448,9,2,102,1700
200,30,254,2448,8,3,102,1700
0,0,0,2448,10,4,102,1700
0,0,0,2448,255,5,102,1700
16,48,229,2449,8,0,87,2546
1,1,0,2449,9,1,87,2546
80,32,254,2449,8,2,87,2546
2,1,0,2449,9,3,87,2546
240,48,254,2449,8,4,87,2546
0,0,0,2449,10,5,87,2546
0,0,0,2449,255,6,87,2546
26,4,1,2450,58,0,54,2547
22,64,-1,2450,26,1,54,2547
32,59,188,2450,13,2,54,2547
0,0,0,2450,14,3,54,2547
0,0,0,2450,255,4,54,2547
18,28,165,2451,8,0,79,669
2,2,0,2451,9,1,79,669
160,64,191,2451,8,2,79,669
0,0,0,2451,10,3,79,669
0,0,0,2451,255,4,79,669
28,38,254,2452,8,0,74,3372
2,17,0,2452,9,1,74,3372
32,0,0,2452,25,2,74,3372
0,0,0,2452,10,3,74,3372
0,0,0,2452,255,4,74,3372
2,32,254,2453,8,0,126,2672
32,46,254,2453,8,1,126,2672
2,16,0,2453,9,2,126,2672
64,0,0,2453,25,3,126,2672
0,0,0,2453,10,4,126,2672
0,0,0,2453,255,5,126,2672
70,-13,114,2455,45,0,71,2550
59,-13,114,2455,45,1,71,2550
0,0,0,2455,46,2,71,2550
32,45,127,2455,8,3,71,2550
2,3,0,2455,9,4,71,2550
160,64,254,2455,8,5,71,2550
0,0,0,2455,10,6,71,2550
0,0,0,2455,255,7,71,2550
-51,-3,3,2456,48,0,71,2551
16,27,254,2456,8,1,71,2551
1,4,0,2456,9,2,71,2551
176,0,254,2456,8,3,71,2551
0,0,0,2456,10,4,71,2551
0,0,0,2456,255,5,71,2551
51,-14,127,2457,45,0,62,2552
0,0,0,2457,46,1,62,2552
68,32,254,2457,8,2,62,2552
2,1,0,2457,9,3,62,2552
200,42,254,2457,8,4,62,2552
0,0,0,2457,10,5,62,2552
0,0,0,2457,255,6,62,2552
0,0,0,2457,255,7,62,2552
0,0,0,2457,255,8,62,2552
-56,-3,3,2458,48,0,92,2553
64,32,254,2458,8,1,92,2553
1,2,0,2458,9,2,92,2553
120,0,254,2458,8,3,92,2553
0,0,0,2458,10,4,92,2553
0,0,0,2458,255,5,92,2553
4,0,0,2459,14,0,92,2554
36,31,254,2459,8,1,92,2554
1,2,0,2459,9,2,92,2554
160,0,254,2459,8,3,92,2554
0,0,0,2459,10,4,92,2554
0,0,0,2459,255,5,92,2554
8,19,254,2461,8,0,61,1681
2,3,0,2461,9,1,61,1681
120,32,254,2461,8,2,61,1681
1,7,0,2461,9,3,61,1681
48,113,254,2461,8,4,61,1681
64,0,0,2461,25,5,61,1681
0,0,0,2461,10,6,61,1681
0,0,0,2461,255,7,61,1681
8,48,254,2462,8,0,61,1702
1,4,0,2462,9,1,61,1702
124,32,254,2462,8,2,61,1702
2,7,0,2462,9,3,61,1702
48,78,254,2462,8,4,61,1702
64,0,0,2462,25,5,61,1702
0,0,0,2462,10,6,61,1702
0,0,0,2462,255,7,61,1702
54,32,254,2463,8,0,63,428
1,4,0,2463,9,1,63,428
240,10,254,2463,8,2,63,428
0,0,0,2463,10,3,63,428
0,0,0,2463,255,4,63,428
1,49,-1,2464,26,0,1,1112
16,49,254,2464,3,1,1,1112
0,0,0,2464,14,2,1,1112
0,0,0,2464,255,3,1,1112
87,85,1,2466,58,0,54,2571
1,44,-1,2466,26,1,54,2571
40,44,188,2466,13,2,54,2571
0,0,0,2466,14,3,54,2571
0,0,0,2466,255,4,54,2571
65,-10,153,2469,45,0,71,2569
52,9,76,2469,45,1,71,2569
0,0,0,2469,46,2,71,2569
8,0,0,2469,25,3,71,2569
32,44,127,2469,8,4,71,2569
2,3,0,2469,9,5,71,2569
160,64,254,2469,8,6,71,2569
0,0,0,2469,10,7,71,2569
0,0,0,2469,255,8,71,2569
16,57,254,2474,8,0,101,2582
48,53,254,2474,8,1,101,2582
1,1,0,2474,9,2,101,2582
200,34,254,2474,8,3,101,2582
0,0,0,2474,10,4,101,2582
0,0,0,2474,255,5,101,2582
1,26,0,2476,9,0,93,3466
8,19,127,2476,8,1,93,3466
0,0,0,2476,10,2,93,3466
0,0,0,2476,255,3,93,3466
5,32,-1,2477,26,0,1,2585
24,32,254,2477,3,1,1,2585
0,2,0,2477,14,2,1,2585
0,0,0,2477,255,3,1,2585
16,48,229,2478,8,0,77,1767
1,1,0,2478,9,1,77,1767
32,32,254,2478,8,2,77,1767
2,2,0,2478,9,3,77,1767
120,64,254,2478,8,4,77,1767
0,0,0,2478,10,5,77,1767
0,0,0,2478,255,6,77,1767
4,32,127,2483,8,0,96,512
1,4,0,2483,9,1,96,512
224,7,254,2483,8,2,96,512
0,0,0,2483,10,3,96,512
0,0,0,2483,255,4,96,512
68,32,254,2485,8,0,82,379
1,2,0,2485,9,1,82,379
200,0,254,2485,8,2,82,379
0,0,0,2485,10,3,82,379
0,0,0,2485,255,4,82,379
8,32,254,2487,8,0,74,504
1,17,0,2487,9,1,74,504
64,0,0,2487,25,2,74,504
0,0,0,2487,10,3,74,504
0,0,0,2487,255,4,74,504
2,32,254,2493,8,0,126,2605
48,48,254,2493,8,1,126,2605
2,16,0,2493,9,2,126,2605
64,0,0,2493,25,3,126,2605
0,0,0,2493,10,4,126,2605
0,0,0,2493,255,5,126,2605
16,0,0,2494,14,0,123,2609
76,46,254,2494,8,1,123,2609
2,16,0,2494,9,2,123,2609
80,0,0,2494,25,3,123,2609
0,0,0,2494,10,4,123,2609
0,0,0,2494,255,5,123,2609
32,25,254,2496,8,0,74,2617
1,16,0,2496,9,1,74,2617
64,0,0,2496,25,2,74,2617
0,0,0,2496,10,3,74,2617
0,0,0,2496,255,4,74,2617
52,48,254,2503,8,0,126,2628
2,16,0,2503,9,1,126,2628
64,0,0,2503,25,2,126,2628
0,0,0,2503,10,3,126,2628
0,0,0,2503,255,4,126,2628
11,0,0,2504,25,0,126,3613
48,43,254,2504,8,1,126,3613
2,16,0,2504,9,2,126,3613
64,0,0,2504,25,3,126,3613
0,0,0,2504,10,4,126,3613
0,0,0,2504,255,5,126,3613
4,0,0,2505,25,0,90,2631
24,11,254,2505,8,1,90,2631
2,2,0,2505,9,2,90,2631
160,51,254,2505,8,3,90,2631
0,0,0,2505,10,4,90,2631
0,0,0,2505,255,5,90,2631
36,25,254,2507,8,0,74,2633
2,17,0,2507,9,1,74,2633
48,0,0,2507,25,2,74,2633
0,0,0,2507,10,3,74,2633
0,0,0,2507,255,4,74,2633
22,0,0,2509,25,0,71,2630
18,40,254,2509,8,1,71,2630
2,4,0,2509,9,2,71,2630
200,64,254,2509,8,3,71,2630
0,0,0,2509,10,4,71,2630
0,0,0,2509,255,5,71,2630
56,12,254,2515,8,0,126,2480
1,16,0,2515,9,1,126,2480
80,0,0,2515,25,2,126,2480
0,0,0,2515,10,3,126,2480
0,0,0,2515,255,4,126,2480
52,32,254,2516,8,0,88,393
2,4,0,2516,9,1,88,393
240,53,254,2516,8,2,88,393
0,0,0,2516,10,3,88,393
0,0,0,2516,255,4,88,393
4,32,254,2517,8,0,67,1678
1,3,0,2517,9,1,67,1678
52,17,254,2517,8,2,67,1678
1,1,0,2517,9,3,67,1678
240,1,254,2517,8,4,67,1678
0,0,0,2517,10,5,67,1678
0,0,0,2517,255,6,67,1678
42,32,254,2519,8,0,63,428
1,4,0,2519,9,1,63,428
224,10,254,2519,8,2,63,428
0,0,0,2519,10,3,63,428
0,0,0,2519,255,4,63,428
64,50,254,2520,8,0,126,4898
2,16,0,2520,9,1,126,4898
64,0,0,2520,25,2,126,4898
0,0,0,2520,10,3,126,4898
0,0,0,2520,255,4,126,4898
17,-13,140,2523,45,0,2,2643
-18,13,127,2523,45,1,2,2643
0,0,0,2523,46,2,2,2643
1,-1,0,2523,18,3,2,2643
0,0,0,2523,15,4,2,2643
0,0,0,2523,255,5,2,2643
-17,-9,153,2524,45,0,71,2644
-35,9,76,2524,45,1,71,2644
0,0,0,2524,46,2,71,2644
32,32,254,2524,8,3,71,2644
1,2,0,2524,9,4,71,2644
200,0,254,2524,8,5,71,2644
0,0,0,2524,10,6,71,2644
0,0,0,2524,255,7,71,2644
56,49,254,2527,8,0,126,4898
